12:48:15.532,20-02-04,0021460657, dbg_log,**************** STARTED A NEW LOG FILE ***************
12:48:15.532,20-02-04,0021460657, dbg_log,*********************************************************
12:48:15.532,20-02-04,0021460657, dbg_log,Version: 5.1.0.177  
12:48:15.532,20-02-04,0021460657, dbg_log,Device ID: 1C200080000003CDC3C84B9AC99
12:48:15.532,20-02-04,0021460657, dbg_log,Device Type: TI-Nspire CX II CAS
12:48:15.532,20-02-04,0021460657, dbg_log,Log File Creation Time: 12:48:15.532 20-02-04 0021460657:
12:48:15.532,20-02-04,0021460657, dbg_log,Line Header Format:  HH:MM:SS.mmm,YY-MM-DD,OS_TICK,String
12:48:15.532,20-02-04,0021460657, dbg_log,*********************************************************
12:48:15.532,20-02-04,0021460657, dbg_log,************************** Battery Stats ********************
12:48:15.532,20-02-04,0021460657, dbg_log,Time                 Mode            SRC(mV)  ADC(mV)  RCB(mV)  Status
12:48:15.532,20-02-04,0021460657, dbg_log,06:12:06 20-02-02    Charge Check Battery 0000mV   4200mV   4200mV   100%
12:48:15.532,20-02-04,0021460657, dbg_log,06:12:37 20-02-02    Charge Wall     4866mV   4200mV   4200mV   100%
12:48:15.532,20-02-04,0021460657, dbg_log,06:43:23 20-02-02    Charge Check Battery 0000mV   4200mV   4200mV   100%
12:48:15.532,20-02-04,0021460657, dbg_log,06:43:53 20-02-02    Charge Wall     4866mV   4200mV   4200mV   100%
12:48:15.532,20-02-04,0021460657, dbg_log,07:14:39 20-02-02    Charge Check Battery 0000mV   4200mV   4200mV   100%
12:48:15.532,20-02-04,0021460657, dbg_log,07:15:10 20-02-02    Charge Wall     4874mV   4200mV   4200mV   100%
12:48:15.532,20-02-04,0021460657, dbg_log,07:45:56 20-02-02    Charge Check Battery 0000mV   4200mV   4200mV   100%
12:48:15.532,20-02-04,0021460657, dbg_log,07:46:26 20-02-02    Charge Wall     4874mV   4200mV   4200mV   100%
12:48:15.532,20-02-04,0021460657, dbg_log,08:17:12 20-02-02    Charge Check Battery 0000mV   4200mV   4200mV   100%
12:48:15.532,20-02-04,0021460657, dbg_log,08:17:43 20-02-02    Charge Wall     4866mV   4200mV   4200mV   100%
12:48:15.532,20-02-04,0021460657, dbg_log,08:48:29 20-02-02    Charge Check Battery 0000mV   4200mV   4200mV   100%
12:48:15.532,20-02-04,0021460657, dbg_log,08:48:59 20-02-02    Charge Wall     4874mV   4200mV   4200mV   100%
12:48:15.532,20-02-04,0021460657, dbg_log,09:19:45 20-02-02    Charge Check Battery 0000mV   4200mV   4200mV   100%
12:48:15.532,20-02-04,0021460657, dbg_log,09:20:16 20-02-02    Charge Wall     4866mV   4200mV   4200mV   100%
12:48:15.532,20-02-04,0021460657, dbg_log,09:51:00 20-02-02    Charge Check Battery 0000mV   4200mV   4200mV   100%
12:48:15.532,20-02-04,0021460657, dbg_log,09:51:31 20-02-02    Charge USB      4866mV   4200mV   4200mV   100%
12:48:15.532,20-02-04,0021460657, dbg_log,10:22:17 20-02-02    Charge Check Battery 0000mV   4200mV   4200mV   100%
12:48:15.532,20-02-04,0021460657, dbg_log,10:22:48 20-02-02    Charge USB      4866mV   4200mV   4200mV   100%
12:48:15.532,20-02-04,0021460657, dbg_log,10:45:22 20-02-02    Running         0000mV   4177mV   4177mV   100%
12:48:15.532,20-02-04,0021460657, dbg_log,12:06:38 20-02-04    Running         0000mV   3897mV   3897mV   75%
